Date,AK confirmed,AK deaths
2020-05-30,434,10
2020-05-31,460,10
2020-06-01,467,10
2020-06-02,487,10
2020-06-03,505,10
2020-06-04,513,10
2020-06-05,524,10
2020-06-06,536,10
2020-06-07,544,10
2020-06-08,563,10
2020-06-09,573,11
2020-06-10,593,11
2020-06-11,610,11
2020-06-12,625,12
2020-06-13,652,12
2020-06-14,661,12
2020-06-15,664,12
2020-06-16,676,12
2020-06-17,696,12
2020-06-18,708,12
2020-06-19,721,12
2020-06-20,742,12
2020-06-21,753,12
2020-06-22,759,12
2020-06-23,759,12
2020-06-24,759,12
2020-06-25,784,12
2020-06-26,835,12
2020-06-27,835,12
2020-06-28,876,12
2020-06-29,900,12
2020-06-30,932,12
2020-07-01,967,14
2020-07-02,1002,14
2020-07-03,1044,14
2020-07-04,1088,14
2020-07-05,1115,14
2020-07-06,1166,14
2020-07-07,1184,14
2020-07-08,1226,14
2020-07-09,1269,14
2020-07-10,1319,14
2020-07-11,1378,14
2020-07-12,1474,17
2020-07-13,1539,17
2020-07-14,1585,17
2020-07-15,1628,17
2020-07-16,1680,17
2020-07-17,1722,17
2020-07-18,1849,18
2020-07-19,1946,18
2020-07-20,1949,18
2020-07-21,2041,18
2020-07-22,2132,19
2020-07-23,2194,19
2020-07-24,2249,19
2020-07-25,2339,20
2020-07-26,2525,20
2020-07-27,2623,21
2020-07-28,2730,22
2020-07-29,2798,22
2020-07-30,2879,23
2020-07-31,2879,23
2020-08-01,3137,24
2020-08-02,3281,24
2020-08-03,3342,25
2020-08-04,3395,25
2020-08-05,3449,25
2020-08-06,3484,25
2020-08-07,3537,25
2020-08-08,3614,26
2020-08-09,3712,26
2020-08-10,3775,26
2020-08-11,3821,26
2020-08-12,3881,26
2020-08-13,3963,27
2020-08-14,4073,27
2020-08-15,4156,28
2020-08-16,4259,28
2020-08-17,4309,28
2020-08-18,4371,29
2020-08-19,4438,29
2020-08-20,4520,29
2020-08-21,4588,30
2020-08-22,4677,31
2020-08-23,4741,32
2020-08-24,4810,32
2020-08-25,4843,36
2020-08-26,4895,37
2020-08-27,4975,37
2020-08-28,5092,37
2020-08-29,5182,37
2020-08-30,5226,37
2020-08-31,5263,37
2020-09-01,5298,39
2020-09-02,5364,39
2020-09-03,5466,40
2020-09-04,5586,40
2020-09-05,5679,42
2020-09-06,5765,42
2020-09-07,5798,42
2020-09-08,5833,42
2020-09-09,5896,42
2020-09-10,6020,42
2020-09-11,6113,43
2020-09-12,6216,44
2020-09-13,6278,44
2020-09-14,6353,44
2020-09-15,6395,44
2020-09-16,6444,44
2020-09-17,6549,44
2020-09-18,6658,45
2020-09-19,6743,45
2020-09-20,6836,45
2020-09-21,6906,45
2020-09-22,6950,45
2020-09-23,7004,45
2020-09-24,7132,46
2020-09-25,7254,52
2020-09-26,7367,52
2020-09-27,7481,56
2020-09-28,7597,56
2020-09-29,7721,56
2020-09-30,7824,56
2020-10-01,7948,57
2020-10-02,8074,57
2020-10-03,8217,58
2020-10-04,8405,58
2020-10-05,8613,58
2020-10-06,8752,58
2020-10-07,8878,59
2020-10-08,9005,60
2020-10-09,9182,60
2020-10-10,9431,60
2020-10-11,9686,60
2020-10-12,9877,60
2020-10-13,10028,60
2020-10-14,10171,64
2020-10-15,10323,65
2020-10-16,10549,66
2020-10-17,10760,67
2020-10-18,10980,67
2020-10-19,11182,67
2020-10-20,11393,67
2020-10-21,11605,68
2020-10-22,11837,68
2020-10-23,12118,68
2020-10-24,12489,68
2020-10-25,13012,68
2020-10-26,13358,68
2020-10-27,13739,70
2020-10-28,14094,71
2020-10-29,14454,77
2020-10-30,14835,81
2020-10-31,15273,82
2020-11-01,15621,83
2020-11-02,15971,84
2020-11-03,16360,84
2020-11-04,16764,84
2020-11-05,17072,84
2020-11-06,17597,83
2020-11-07,18198,83
2020-11-08,18716,83
2020-11-09,19187,83
2020-11-10,19712,91
2020-11-11,20207,94
2020-11-12,20688,94
2020-11-13,21275,95
2020-11-14,22014,96
2020-11-15,22660,96
2020-11-16,23240,96
2020-11-17,23240,96
2020-11-18,23240,96
2020-11-19,25192,96
2020-11-20,25192,96
2020-11-21,25192,96
2020-11-22,25934,96
2020-11-23,25934,96
2020-11-24,25934,96
2020-11-25,25934,96
2020-11-26,25934,96
2020-11-27,25934,96
2020-11-28,25934,96
2020-11-29,25934,96
2020-11-30,25934,96
2020-12-01,25934,96
2020-12-02,25934,96
2020-12-03,25934,96
2020-12-04,25934,96
2020-12-05,34773,96
2020-12-06,35529,135
2020-12-07,36003,138
2020-12-08,36560,138
2020-12-09,37141,141
2020-12-10,37761,146
2020-12-11,38381,150
2020-12-12,38896,168
2020-12-13,39529,168
2020-12-14,39949,168
2020-12-15,40224,171
2020-12-16,40821,173
2020-12-17,41200,175
2020-12-18,41685,175
2020-12-19,42010,175
2020-12-20,42191,175
2020-12-21,42340,175
2020-12-22,42778,185
2020-12-23,43135,188
2020-12-24,43401,190
2020-12-25,43401,190
2020-12-26,43756,191
2020-12-27,44043,191
2020-12-28,44164,191
2020-12-29,44344,192
2020-12-30,44723,194
2020-12-31,45213,197
2021-01-01,45212,197
2021-01-02,46009,206
2021-01-03,46298,206
2021-01-04,46557,208
2021-01-05,46737,208
2021-01-06,47071,210
2021-01-07,47393,213
2021-01-08,47787,213
2021-01-09,48090,214
2021-01-10,48336,214
2021-01-11,48509,214
2021-01-12,48509,214
2021-01-13,48913,216
2021-01-14,49239,218
2021-01-15,49531,219
2021-01-16,49711,219
2021-01-17,49987,219
2021-01-18,50134,219
2021-01-19,50264,220
2021-01-20,50416,242
2021-01-21,50618,243
2021-01-22,50874,243
2021-01-23,51115,248
2021-01-24,51276,248
2021-01-25,51354,248
2021-01-26,51817,249
2021-01-27,51985,250
2021-01-28,52186,251
2021-01-29,52369,251
2021-01-30,52500,251
2021-01-31,52628,251
2021-02-01,52696,251
2021-02-02,52804,267
2021-02-03,52985,267
2021-02-04,53143,267
2021-02-05,53304,267
2021-02-06,53307,267
2021-02-07,53307,267
2021-02-08,53707,267
2021-02-09,53823,267
2021-02-10,54003,267
2021-02-11,54143,267
2021-02-12,54288,269
2021-02-13,54289,269
2021-02-14,54290,269
2021-02-15,54290,269
2021-02-16,54737,274
2021-02-17,54792,275
2021-02-18,55000,277
2021-02-19,55184,277
2021-02-20,55186,277
2021-02-21,55186,277
2021-02-22,55485,278
2021-02-23,55538,278
2021-02-24,55710,278
2021-02-25,55847,278
2021-02-26,55947,278
2021-02-27,55947,278
2021-02-28,55947,278
2021-03-01,56290,288
2021-03-02,56409,289
2021-03-03,56582,289
2021-03-04,56717,289
2021-03-05,56853,290
2021-03-06,56853,290
2021-03-07,56853,290
2021-03-08,57180,290
2021-03-09,57267,290
2021-03-10,57410,290
2021-03-11,57635,290
2021-03-12,57740,291
2021-03-13,57740,291
2021-03-14,57740,291
2021-03-15,58104,291
2021-03-16,58204,291
2021-03-17,58371,292
2021-03-18,58520,295
2021-03-19,58594,295
2021-03-20,58594,295
2021-03-21,58594,295
2021-03-22,58934,295
2021-03-23,59106,297
2021-03-24,59303,297
2021-03-25,59448,298
2021-03-26,59627,298
2021-03-27,59627,298
2021-03-28,59627,298
2021-03-29,59627,298
2021-03-30,60248,298
2021-03-31,60248,298
2021-04-01,60628,298
2021-04-02,60823,298
2021-04-03,60823,298
